"CourseName","SubjectName","TopicName","ChapterName","KSCText","QuestionId","Q_LATEX","imageHTML","UseAs"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Figures on the Same Base",3740,"\( P Q R S \) and \( A B R S \) are parallelograms and \( X \) is any point on side \( B R \), then area parallelogram \( P Q R S \) is equal to<br/>(a) ar \( \|^{g m} \quad A B R S \)<br/>(b) \( 2 a r \) || \( ^{g m} A B R S \)<br/>(c) \( \frac{1}{2} \) ar \( \|^{g m} \quad A B R S \)<br/>(d) None","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Area of a Rectangle and Area of a Square",71899,"Find the area of the shaded region in the given figure, if
\( \mathrm{ABCD} \) is a rectangle with sides \( 8 \mathrm{~cm} \) and \( 6 \mathrm{~cm} \) and 0 is
the centre of the circle.","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Area of a Parallelogram",50952,"In figure, if parallelogram \( \mathrm{ABCD} \) and rectangle ABEM are of equal area, then
(A) \( \quad \) perimeter of \( A B C D= \) perimeter of \( A B E M \)
(B) \( \quad \) perimeter of \( A B C D< \) perimeter of \( A B E \)
(C) \( \quad \) perimeter of \( A B C D> \) perimeter of ABEM
(D) \( \quad \) perimeter of \( \mathrm{ABCD}=\frac{1}{2} \) (perimeter of ABEM)","","Trial"
"9/10 CBSE","Maths","Maths -6th","Angles","Condition Linear Pairs of Angles",52158,"OP || RS. Determine \( \angle \mathrm{PQR} \)
(A) \( 50^{\circ} \)
(B) \( 60^{\circ} \)
(C) \( 40^{\circ} \)
(D) \( \quad 30^{\circ} \)","","Example"
"9/10 CBSE","Maths","Maths -8th"," Area Perimeter of 2D shapes ","Area of a Rhombus and Area of a Trapezium",49176,"The area of a trapezium is \( 475 \mathrm{~cm}^{2} \) and the height is \( 19 \mathrm{~cm} \). Find the
lengths of its two parallel sides if one side is \( 4 \mathrm{~cm} \) greater than the other.
(A) \( \quad 25 \mathrm{~cm} \) and \( 27 \mathrm{~cm} \)
(B) \( \quad 23 \mathrm{~cm} \) and \( 27 \mathrm{~cm} \)
(C) \( \quad 25 \mathrm{~cm} \) and \( 29 \mathrm{~cm} \)
(D) \( \quad 23 \mathrm{~cm} \) and \( 25 \mathrm{~cm} \)","","Example"
"9/10 CBSE","Maths","Complex Numbers And Quadratic Equations","Algebra of Complex Numbers","Rationalisation of Complex Number Fraction Form",107714,"\( \frac{\sqrt{5+12 \mathrm{i}}+\sqrt{5-12 \mathrm{i}}}{\sqrt{5+12 \mathrm{i}}+\sqrt{5-12 \mathrm{i}}}= \)
(A) \( -\frac{3}{2} \mathrm{i} \)
(B) \( \frac{3}{2} \mathrm{i} \)
(C) \( -\frac{3}{2} \)
(D) \( \frac{3}{2} \)","","Example"
"9/10 CBSE","Maths","Sequences And Series","AP, GP and HP; Inequality","Procedure  to  Insert  “n”  AM’s between “a” & “b”",58716,"If the A.M. of the roots of a quadratic equation is \( 8 / 5 \) and the A.M. of their
reciprocals is \( 8 / 7 \), then the quadratic equation is
(A) \( 7 x^{2}+16 x+5=0 \)
(B) \( 7 x^{2}-16 x+5=0 \)
(C) \( 5 x^{2}-16 x+7=0 \)
(D) \( 5 x^{2}-8 x+7=0 \)","","Trial"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Summary : Basic of Area Related to Circle",123605,"In figure, the boundary of shaded region consists of four semicircular arcs,
two smallest being equal. If diameter of the largest is \( 14 \mathrm{~cm} \) and that of the
smallest is \( 3.5 \mathrm{~cm} \), calculate the area of the shaded region. \( \quad \) CBSE [2010]
(A) \( 87.255 \)
(B) \( 86.625 \)
(C) \( 86.125 \)
(D) \( 90.125 \)","","Trial"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Summary : Basic of Area Related to Circle",123568,"In figure, two concentric circles with centre 0 , have radii \( 21 \mathrm{~cm} \) and \( 42 \mathrm{~cm} \). If
\( \angle A O B=60^{\circ} \), find the area of the shaded region. \( \quad \) CBSE \( [2014] \)
(A) 3470
(B) 3570
(C) 3465
(D) 3365","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Area of  Sector and  Arc Length",45811,"The length of minute hand of a clock is \( 14 \mathrm{~cm} \). Find the area swept by the
minute hand in one minute. (Use \( \pi=22 / 7 \) )
(A) \( 10.26 \mathrm{~cm}^{2} \)
(B) \( 12 \mathrm{~cm}^{2} \)
(C) \( 11 \mathrm{~cm}^{2} \)
(D) \( 14 \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Algebraic Identities : Basic Expansion",52164,"Find the product of \( \left(x^{2}-\frac{1}{x^{2}}\right)\left(x^{2}+\frac{1}{x^{2}}\right)\left(x^{4}+\frac{1}{x^{4}}\right)\left(x^{8}+\frac{1}{x^{8}}\right) \)
(A) \( \mathrm{x}^{16}-\frac{1}{\mathrm{x}^{16}} \)
(B) \( \mathrm{x}^{12}+\frac{1}{\mathrm{x}^{12}} \)
(C) \( x^{2}+\frac{1}{x^{2}} \)
(D) \( \mathrm{x}^{14}-\frac{1}{\mathrm{x}^{14}} \)","","Trial"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","||gms on Same Base & between Same Parallels are Equal in Area",50937,"Two parallelograms are on equal bases and between the same parallels. The
ratio of their areas is
(A) \( 1: 2 \)
(B) \( 1: 1 \)
(C) \( 2: 1 \)
(D) \( 3: 1 \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Summary : Combination Of Plane Figure - l",123569,"In figure, \( A B C D \) is a trapezium of area \( 24.5 \) sq. \( \mathrm{cm} . \) In it, \( A D \) i \( \quad B C, \angle D A B= \)
\( 90^{\circ} \), \( \mathrm{AD}=10 \mathrm{~cm} \) and \( \mathrm{BC}=4 \mathrm{~cm} \). If \( \mathrm{ABE} \) is a quadrant of a circle, find the area
of the shaded region.

CBSE [2014]
(A) \( 15.580 \)
(B) \( 18.255 \)
(C) \( 17.625 \)
(D) \( 14.875 \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Algebraic Identities : Basic Expansion",73753,"Factorize: \( 150-6 x^{2} \)","","Trial"
"9/10 CBSE","Maths","Complex Numbers And Quadratic Equations","Algebra of Complex Numbers","Rationalisation of Complex Number Fraction Form",107715,"\( \frac{3+2 i \sin \theta}{1-2 i \sin \theta} \) will be purely imaginary, if \( \theta= \)
(A) \( 2 \mathrm{n} \pi \pm \frac{\pi}{3} \)
(B) \( \mathrm{n} \pi+\frac{\pi}{3} \)
(C) \( \mathrm{n} \pi \pm \frac{\pi}{3} \)
(D) None of these","","Example"
"9/10 CBSE","Maths","Maths -6th","Angles","Linear Pair Axiom and Axiom",54973,"\( \mathrm{PQ} \| \mathrm{RS} \) and,\( \angle \mathrm{PAB}=70^{\circ} \) and \( \angle \mathrm{ACS}=100^{\circ} . \) Determine \( \angle \mathrm{ABC}, \angle \mathrm{BAC} \) and \( \angle \mathrm{CAQ} \)
(A) \( \quad \angle \mathrm{ABC}=90^{\circ}, \angle \mathrm{BAC}=30^{\circ}, \angle \mathrm{CAQ}=70^{\circ} \)
(B) \( \quad \angle \mathrm{ABC}=60^{\circ}, \angle \mathrm{BAC}=15^{\circ}, \angle \mathrm{CAQ}=90^{\circ} \)
(C) \( \quad \angle \mathrm{ABC}=70^{\circ}, \angle \mathrm{BAC}=15^{\circ}, \angle \mathrm{CAQ}=40^{\circ} \)
(D) \( \quad \angle A B C=70^{\circ}, \angle B A C=30^{\circ}, \angle C A Q=80^{\circ} \)","","Trial"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Area of a Rectangle and Area of a Square",3771,"A wire is looped in the form of a circle of radius \( 28 \mathrm{~cm} \). It is re-bent into a<br/>square form. So, the length of the side of the square is<br/>(a) \( 49 \mathrm{~cm} \)<br/>(b) \( 42 \mathrm{~cm} \)<br/>(c) \( 44 \mathrm{~cm} \)<br/>(d) \( 52 \mathrm{~cm} \)","","Example"
"9/10 CBSE","Maths","Maths -9th","Area of Parallelograms and Triangle","Δs on Same Base & between Same Parallels have Equal Area",50940,"If a triangle and a parallelogram are on the same base and between same
parallels, then the ratio of the area of the triangle to the area of parallelogram is
(A) \( 1: 3 \)
(B) \( 1: 2 \)
(C) \( 1: 2 \)
(D) \( 1: 4 \)","","Example"
"9/10 CBSE","Maths","Complex Numbers And Quadratic Equations","Algebra of Complex Numbers","(𝑥+𝑖𝑦)^(1∕3)=𝑎+𝑖𝑏   Cube root Type questions",27440,"If \( \mathrm{z}=\mathrm{x}+\mathrm{iy}, \mathrm{z}^{1 / 3}=\mathrm{a}-\mathrm{ib} \) and \( \frac{\mathrm{x}}{\mathrm{a}}-\frac{\mathrm{y}}{\mathrm{b}}==\mathrm{k}\left(\mathrm{a}^{2}-\mathrm{b}^{2}\right) \), then \( \mathrm{k} \) equals-
(A) \( -2 \)
(B) 2
(C) 4
(D) 0","","Example"
"9/10 CBSE","Maths","Maths -6th","Angles","Condition Linear Pairs of Angles",10398,"Line PA and line \( \mathrm{PB} \) are tangents to the circle as shown in the figure. \( \angle \mathrm{APR}=130^{\circ} \)
Find \( \angle A O B \).
(A) \( 140^{\circ} \)
(B) \( 135^{\circ} \)
(C) \( 130^{\circ} \)
(D) \( 125^{\circ} \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Quadratic Identities ( x  and 1/x  Form )",52178,"\( x^{4}+\frac{1}{x^{4}}=194 . \) Find the value of \( x^{3}+\frac{1}{x^{3}} \)
(A) 52
(B) 64
(C) 45
(D) 71","","Trial"
"9/10 CBSE","Maths","Maths -6th","Angles","Reflex , Complementary and Supplementary Angles",93345,"In the given figure, \( A O B \) is a straight line and the ray \( 0 C \) stands on it.
If \( \angle A O C=64^{\circ} \) and \( \angle B O C=x^{\circ} \), find the value of \( x \).
(A) \( 116^{\circ} \)
(B) \( 110^{\circ} \)
(C) \( 120^{\circ} \)
(D) \( 105^{\circ} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Applications of Area of Combination of Plane Figures",84878,"\( \mathrm{ABC} \) is a right angled triangle in which \( \mathrm{A}=90^{\circ} . \) What is the area of the shaded region
if \( A B=6 \mathrm{~cm}, B C=10 \mathrm{~cm} \& \) I is the center of the in-circle of \( A B C ? \)
(A) \( \frac{160}{7} \mathrm{~cm}^{2} \)
(B) \( \frac{80}{7} \mathrm{~cm}^{2} \)
(C) \( \frac{60}{7} \mathrm{~cm}^{2} \)
(D) \( \frac{90}{7} \mathrm{~cm}^{2} \)","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Useful Results",10488,"Two circles touch internally. The sum of their areas is \( 116 \pi \mathrm{cm}^{2} \) and distance
between their centers is \( 6 \mathrm{~cm} \). Find the radii of the circles.
(A) \( 16,5 \mathrm{~cm} \)
(B) \( 15,5 \mathrm{~cm} \)
(C) \( 10,4 \mathrm{~cm} \)
(D) \( 17,4 \mathrm{~cm} \)","","Trial"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Important Concepts",45793,"A copper wire, when bent in the form of a square, encloses an area of \( 484 \mathrm{~cm}^{2} \).
If the same wire is bent in the form of a circle, find the area enclosed by it
(Use \( \pi=22 / 7 \) ).
(A) 526
(B) 516
(C) 616
(D) 626","","Example"
"9/10 CBSE","Maths","Maths -10th","Areas Related to Circles","Applications of Area of Combination of Plane Figures",6295,"Two circles with radii of 4 and 9 are drawn with the same center. The smaller inner circle is
painted purple, and the part outside the smaller circle and inside the larger circle is painted orange. What is the ratio of the areas painted orange to the area painted purple?
a. \( 33: 8 \)
b. \( 65: 17 \)
c. \( 65: 16 \)
d. \( 66: 17 \)","","Example"
"9/10 CBSE","Maths","Maths -8th","Algebraic Expressions and Identities","Algebraic Identities for cubical Expansions",3136,"\( \sin ^{6} \theta+\cos ^{6} \theta+3 \sin ^{2} \theta \cos ^{2} \theta= \)<br/>(a) 0<br/>(b) \( -1 \)<br/>(c) 1<br/>(d) None of these","","Trial"
